idn,idm
2610,3880
2611,1025
2612,2262
2613,3579
2614,1359
2615,3008
2616,1701
2617,775
2618,3630
2619,3136
2620,3890
2621,3377
2622,1805
2623,3787
2624,2534
2625,3
2626,3962
2627,3787
2628,1404
2629,78
2630,2642
2631,2262
2632,476
2633,2731
2634,805
2635,1578
2636,29
2637,852
2638,2742
2639,2354
2640,1583
2641,3380
2642,2897
2643,3661
2644,3146
2645,3298
2646,2933
2647,2193
2648,3568
2649,1109
2650,3418
2651,2450
2652,1862
2653,3392
2654,3439
2655,3733
2656,3111
2657,1829
2658,2968
2659,351
2660,2151
2661,2176
2662,2427
2663,139
2664,1601
2665,2604
2666,2260
2667,2225
2668,1444
2669,32
2670,203
2671,2278
2672,2024
2673,3668
2674,138
2675,1244
2676,2919
2677,519
2678,2806
2679,2510
2680,3695
2681,2319
2682,3133
2683,1502
2684,3760
2685,843
2686,437
2687,2608
2688,743
2689,2056
2690,1728
2691,1436
2692,2148
2693,2255
2694,3684
2695,274
2696,2829
2697,1514
2698,2063
2699,2477
2700,2364
2701,445
2702,453
2703,1541
2704,3555
2705,3359
2706,288
2707,1264
2708,1376
2709,582
2710,1588
2711,3449
2712,2850
2713,1339
2714,1444
2715,263
2716,3703
2717,94
2718,1644
2719,1988
2720,2267
2721,3225
2722,3224
2723,1728
2724,2579
2725,1696
2726,1705
2727,160
2728,1810
2729,219
2730,2079
2731,795
2732,785
2733,622
2734,652
2735,2998
2736,3793
2737,575
2738,3082
2739,3548
2740,1736
2741,2087
2742,2039
2743,2578
2744,1617
2745,273
2746,979
2747,3683
2748,4
2749,2357
2750,3126
2751,3331
2752,361
2753,3233
2754,2190
2755,3896
2756,3916
2757,2124
2758,1662
2759,1926
2760,892
2761,68
2762,252
2763,3342
2764,2600
2765,1129
2766,2483
2767,1258
2768,2994
2769,1228
2770,2657
2771,222
2772,3249
2773,1303
2774,778
2775,2191
2776,2761
2777,1257
2778,3533
2779,1613
2780,1775
2781,2047
2782,1597
2783,271
2784,2140
2785,1325
2786,1608
2787,3235
2788,305
2789,301
2790,3799
2791,2108
2792,1548
2793,1791
2794,3204
2795,3682
2796,1343
2797,2357
2798,415
2799,145
2800,3488
2801,3134
2802,2711
2803,3427
2804,1290
2805,1415
2806,471
2807,1669
2808,3123
2809,1466
2810,3965
2811,1510
2812,1771
2813,11
2814,3188
2815,1959
2816,1785
2817,507
2818,3624
2819,2622
2820,1436
2821,1099
2822,1679
2823,884
2824,77
2825,3141
2826,1961
2827,700
2828,616
2829,2819
2830,2709
2831,804
2832,1288
2833,490
2834,2875
2835,602
2836,1736
2837,197
2838,3066
2839,2604
2840,505
2841,2180
2842,365
2843,3839
2844,2601
2845,2660
2846,3638
2847,3432
2848,3824
2849,2104
2850,288
2851,1436
2852,369
2853,2088
2854,337
2855,2920
2856,2544
2857,2496
2858,2558
2859,3159
2860,2572
2861,2907
2862,85
2863,598
2864,1456
2865,2387
2866,1463
2867,1268
2868,842
2869,3948
2870,3005
2871,1427
2872,3964
2873,2270
2874,1136
2875,1655
2876,2554
2877,1171
2878,872
2879,1381
2880,2375
2881,1746
2882,3117
2883,272
2884,217
2885,584
2886,3626
2887,1313
2888,2846
2889,2051
2890,2232
2891,1700
2892,1035
2893,3750
2894,3222
2895,300
2896,3294
2897,2342
2898,102
2899,175
2900,2668
2901,1024
2902,2808
2903,1124
2904,474
2905,1568
2906,3346
2907,3430
2908,3757
2909,748
2910,790
2911,1355
2912,2294
2913,2951
2914,1163
2915,837
2916,3901
2917,3414
2918,1335
2919,949
2920,143
2921,2892
2922,3635
2923,3847
2924,3455
2925,682
2926,3015
2927,1888
2928,701
2929,11
2930,946
2931,525
2932,2350
2933,1372
2934,3020
2935,1073
2936,3847
2937,3467
2938,261
2939,1590
2940,1582
2941,2941
2942,2301
2943,3472
2944,1021
2945,2340
2946,1530
2947,663
2948,3873
2949,3900
2950,1029
2951,2976
2952,576
2953,2237
2954,1696
2955,3756
2956,2040
2957,1160
2958,2438
2959,2219
2960,1969
2961,1282
2962,3492
2963,2201
2964,1479
2965,2736
2966,294
2967,1999
2968,1889
2969,2397
2970,1717
2971,1248
2972,3730
2973,159
2974,3957
2975,2836
2976,1881
2977,3036
2978,2009
2979,3344
2980,641
2981,2358
2982,2339
2983,476
2984,3110
2985,2991
2986,1969
2987,2668
2988,3131
2989,161
2990,1279
2991,3991
2992,1783
2993,3599
2994,1769
2995,2016
2996,557
2997,2833
2998,3195
2999,3251
3000,1110
3001,1701
3002,2508
3003,1133
3004,1889
3005,1471
3006,2602
3007,2032
3008,3674
3009,1229
3010,3340
3011,3677
3012,2696
3013,1292
3014,3231
3015,1180
3016,1926
3017,3408
3018,913
3019,1142
3020,967
3021,3911
3022,278
3023,2215
3024,1072
3025,1430
3026,2160
3027,1078
3028,2145
3029,642
3030,968
3031,3455
3032,2551
3033,3010
3034,2675
3035,1023
3036,1890
3037,1312
3038,340
3039,420
3040,341
3041,3489
3042,2844
3043,3385
3044,25
3045,967
3046,417
3047,1483
3048,2850
3049,3232
3050,1100
3051,2977
3052,456
3053,3714
3054,3680
3055,624
3056,898
3057,3274
3058,3135
3059,474
3060,1165
3061,2947
3062,536
3063,499
3064,911
3065,269
3066,2538
3067,1327
3068,3770
3069,1991
3070,292
3071,2176
3072,1963
3073,25
3074,2377
3075,568
3076,3235
3077,3610
3078,419
3079,701
3080,2291
3081,3006
3082,1435
3083,2073
3084,2952
3085,2882
3086,3616
3087,282
3088,3085
3089,1172
3090,1870
3091,2176
3092,3268
3093,3392
3094,2132
3095,1740
3096,2322
3097,1007
3098,3700
3099,812
3100,2063
3101,2820
3102,773
3103,3018
3104,2241
3105,2079
3106,2598
3107,2537
3108,2095
3109,2128
3110,1495
3111,1642
3112,1981
3113,1659
3114,2458
3115,157
3116,2328
3117,2805
3118,919
3119,2995
3120,2450
3121,3679
3122,1589
3123,3461
3124,3640
3125,1008
3126,3816
3127,2243
3128,2362
3129,3458
3130,2277
3131,3587
3132,2438
3133,3283
3134,3738
3135,2186
3136,1072
3137,1591
3138,741
3139,1771
3140,1938
3141,1484
3142,2531
3143,3995
3144,3564
3145,870
3146,1903
3147,1623
3148,3686
3149,3010
3150,3970
3151,3376
3152,3443
3153,3697
3154,1396
3155,1188
3156,127
3157,2023
3158,171
3159,2348
3160,1401
3161,910
3162,871
3163,3919
3164,3663
3165,1588
3166,789
3167,1703
3168,1331
3169,2849
3170,745
3171,852
3172,2882
3173,1497
3174,1018
3175,14
3176,2523
3177,269
3178,3076
3179,2641
3180,460
3181,2502
3182,2152
3183,1467
3184,1997
3185,3052
3186,1564
3187,3868
3188,2773
3189,3143
3190,2664
3191,1832
3192,3534
3193,2201
3194,1264
3195,1381
3196,2763
3197,1849
3198,1058
3199,2582
3200,746
3201,834
3202,1620
3203,3765
3204,1204
3205,3167
3206,2176
3207,2825
3208,2956
3209,2722
3210,1914
3211,3685
3212,2406
3213,1949
3214,2267
3215,2911
3216,1400
3217,1542
3218,2803
3219,2624
3220,1670
3221,2268
3222,2061
3223,2772
3224,3212
3225,1285
3226,52
3227,3848
3228,2337
3229,1821
3230,2447
3231,2890
3232,377
3233,2236
3234,1049
3235,2715
3236,2187
3237,3685
3238,3838
3239,1553
3240,2364
3241,3124
3242,3681
3243,2898
3244,3133
3245,3325
3246,2979
3247,2571
3248,112
3249,751
3250,175
3251,3922
3252,3853
3253,3615
3254,1783
3255,685
3256,758
3257,901
3258,860
3259,3449
3260,2352
3261,81
3262,3834
3263,1839
3264,1934
3265,1343
3266,3
3267,1924
3268,1012
3269,1994
3270,1786
3271,3575
3272,3328
3273,3094
3274,3917
3275,1706
3276,1293
3277,3932
3278,1293
3279,988
3280,1094
3281,941
3282,3168
3283,2396
3284,1146
3285,2153
3286,2596
3287,693
3288,1839
3289,3751
3290,70
3291,2909
3292,3310
3293,3490
3294,3520
3295,1277
3296,1629
3297,2867
3298,2484
3299,3330
3300,2253
3301,3980
3302,2128
3303,1624
3304,1462
3305,1464
3306,20
3307,820
3308,3529
3309,1522
3310,552
3311,1176
3312,89
3313,3822
3314,330
3315,2717
3316,3872
3317,761
3318,2687
3319,3996
3320,3122
3321,2258
3322,2218
3323,2628
3324,3590
3325,1853
3326,2005
3327,1558
3328,231
3329,3354
3330,3992
3331,2533
3332,3091
3333,2502
3334,3828
3335,1131
3336,706
3337,1859
3338,1786
3339,1577
3340,625
3341,1772
3342,3051
3343,2309
3344,411
3345,25
3346,1958
3347,2683
3348,1989
3349,3370
3350,1206
3351,3788
3352,1601
3353,3062
3354,2194
3355,1277
3356,3951
3357,230
3358,1804
3359,3562
3360,3353
3361,3577
3362,3190
3363,2280
3364,3872
3365,2903
3366,3793
3367,2096
3368,3117
3369,3256
3370,3202
3371,896
3372,1064
3373,597
3374,2682
3375,1843
3376,817
3377,3136
3378,2167
3379,505
3380,344
3381,1658
3382,130
3383,810
3384,3928
3385,1471
3386,2618
3387,3400
3388,1368
3389,3667
3390,1418
3391,1314
3392,2587
3393,1500
3394,146
3395,3331
3396,104
3397,1798
3398,1575
3399,3086
3400,3103
3401,2786
3402,3788
3403,995
3404,112
3405,2002
3406,3380
3407,3269
3408,2451
3409,3080
3410,3827
3411,3644
3412,3948
3413,1281
3414,3441
3415,3826
3416,512
3417,2121
3418,3780
3419,2015
3420,3455
3421,633
3422,2367
3423,1619
3424,576
3425,1864
3426,95
3427,479
3428,343
3429,209
3430,3988
3431,151
3432,1360
3433,3762
3434,2001
3435,1787
3436,3299
3437,1198
3438,1600
3439,2818
3440,3987
3441,3104
3442,2580
3443,2809
3444,1582
3445,191
3446,3263
3447,2607
3448,2001
3449,455
3450,519
3451,203
3452,487
3453,2844
3454,3476
3455,2688
3456,1413
3457,1989
3458,485
3459,3404
3460,541
3461,1809
3462,1291
3463,3939
3464,3345
3465,2761
3466,2406
3467,629
3468,2823
3469,956
3470,2155
3471,2377
3472,2418
3473,2509
3474,718
3475,2745
3476,2522
3477,3678
3478,2942
3479,2742
3480,1034
3481,2164
3482,2085
3483,3259
3484,3622
3485,565
3486,2805
3487,1432
3488,44
3489,982
3490,317
3491,3184
3492,3753
3493,2817
3494,2910
3495,2491
3496,1181
3497,2059
3498,1810
3499,2873
3500,3295
3501,578
3502,2411
3503,941
3504,2508
3505,1125
3506,669
3507,3251
3508,1326
3509,1275
3510,3957
3511,1132
3512,150
3513,863
3514,168
3515,1522
3516,2102
3517,2220
3518,1918
3519,61
3520,3749
3521,614
3522,50
3523,773
3524,2665
3525,1579
3526,1199
3527,843
3528,3461
3529,195
3530,2675
3531,482
3532,3258
3533,909
3534,683
3535,2398
3536,1704
3537,3513
3538,1507
3539,147
3540,2008
3541,147
3542,244
3543,1669
3544,878
3545,147
3546,806
3547,1571
3548,2881
3549,449
3550,2545
3551,3447
3552,1201
3553,386
3554,877
3555,2048
3556,523
3557,3386
3558,18
3559,1477
3560,2393
3561,3950
3562,1041
3563,481
3564,180
3565,2557
3566,989
3567,1666
3568,2372
3569,2486
3570,3978
3571,172
3572,1312
3573,431
3574,2872
3575,1329
3576,1100
3577,3249
3578,139
3579,3201
3580,2519
3581,2888
3582,1340
3583,1730
3584,756
3585,257
3586,3188
3587,212
3588,3659
3589,3928
3590,1731
3591,700
3592,2182
3593,3362
3594,1992
3595,1674
3596,1862
3597,346
3598,237
3599,578
3600,258
3601,3749
3602,282
3603,2913
3604,417
3605,2290
3606,1697
3607,773
3608,2832
3609,1128
3610,3678
3611,748
3612,2456
3613,1949
3614,1045
3615,1840
3616,2907
3617,2061
3618,3453
3619,3067
3620,134
3621,1144
3622,186
3623,3362
3624,2229
3625,1580
3626,2049
3627,3469
3628,2406
3629,1049
3630,3082
3631,1459
3632,3244
3633,3091
3634,2118
3635,38
3636,3985
3637,3545
3638,3451
3639,3343
3640,3563
3641,961
3642,157
3643,1063
3644,3210
3645,1245
3646,618
3647,2261
3648,2149
3649,2338
3650,3267
3651,1214
3652,3189
3653,707
3654,1172
3655,188
3656,2835
3657,3689
3658,2347
3659,341
3660,2950
3661,1137
3662,533
3663,2582
3664,2258
3665,3250
3666,3249
3667,2889
3668,1258
3669,624
3670,2477
3671,1769
3672,2189
3673,3767
3674,55
3675,1639
3676,3109
3677,3975
3678,3804
3679,2174
3680,2939
3681,3673
3682,1649
3683,819
3684,2843
3685,2160
3686,2065
3687,1450
3688,3761
3689,3179
3690,3457
3691,103
3692,535
3693,2373
3694,3622
3695,3311
3696,3777
3697,2286
3698,170
3699,305
3700,2606
3701,1345
3702,893
3703,1708
3704,3534
3705,2983
3706,1983
3707,582
3708,3078
3709,996
3710,1604
3711,1203
3712,130
3713,1335
3714,3922
3715,1282
3716,1453
3717,3592
3718,1088
3719,3799
3720,2430
3721,2510
3722,2687
3723,3424
3724,2053
3725,1503
3726,2488
3727,3366
3728,971
3729,1890
3730,1
3731,706
3732,1447
3733,2641
3734,1270
3735,1236
3736,2473
3737,1953
3738,1647
3739,1394
3740,439
3741,3598
3742,1264
3743,531
3744,2909
3745,2320
3746,1596
3747,3349
3748,1392
3749,2796
3750,3545
3751,2116
3752,1221
3753,1629
3754,3598
3755,2033
3756,338
3757,2521
3758,2605
3759,950
3760,3943
3761,1192
3762,1970
3763,2692
3764,1271
3765,1851
3766,3246
3767,3984
3768,1207
3769,1760
3770,3962
3771,3392
3772,1996
3773,2827
3774,2679
3775,408
3776,2633
3777,3982
3778,95
3779,858
3780,384
3781,1356
3782,1403
3783,2884
3784,1405
3785,2742
3786,1327
3787,3955
3788,658
3789,3414
3790,955
3791,2667
3792,58
3793,1459
3794,384
3795,1033
3796,1640
3797,1306
3798,2994
3799,2504
3800,705
3801,534
3802,1625
3803,161
3804,1020
3805,2147
3806,987
3807,1954
3808,85
3809,3349
3810,2042
3811,1501
3812,2711
3813,1491
3814,513
3815,3456
3816,1507
3817,3119
3818,1711
3819,1632
3820,305
3821,2414
3822,481
3823,2949
3824,3675
3825,1619
3826,1640
3827,903
3828,2203
3829,2683
3830,1629
3831,2069
3832,3477
3833,3664
3834,1715
3835,2144
3836,3266
3837,1275
3838,1320
3839,1546
3840,1152
3841,391
3842,2131
3843,1907
3844,3385
3845,3565
3846,540
3847,380
3848,1606
3849,3050
3850,3498
3851,126
3852,3191
3853,1666
3854,3354
3855,1530
3856,3509
3857,1485
3858,991
3859,1271
3860,2513
3861,468
3862,3772
3863,672
3864,833
3865,966
3866,2980
3867,2476
3868,2019
3869,2514
3870,3129
3871,1816
3872,3017
3873,2868
3874,2680
3875,1625
3876,1598
3877,2639
3878,1388
3879,526
3880,707
3881,1966
3882,3803
3883,1193
3884,2261
3885,481
3886,201
3887,3285
3888,3802
3889,2694
3890,2093
3891,1703
3892,271
3893,255
3894,1729
3895,839
3896,502
3897,3205
3898,2821
3899,1512
3900,3940
3901,579
3902,2172
3903,2623
3904,2741
3905,1385
3906,2941
3907,491
3908,3891
3909,1675
3910,1025
3911,2299
3912,2252
3913,426
3914,2342
3915,296
3916,1579
3917,2674
3918,457
3919,1836
3920,2888
3921,2643
3922,2543
3923,2526
3924,3749
3925,758
3926,698
3927,3208
3928,3893
3929,2057
3930,2168
3931,3826
3932,1836
3933,3616
3934,714
3935,3757
3936,626
3937,862
3938,3047
3939,3624
3940,1063
3941,955
3942,3280
3943,790
3944,30
3945,334
3946,2030
3947,30
3948,2278
3949,3449
3950,2915
3951,515
3952,2293
3953,2946
3954,1877
3955,1345
3956,1064
3957,531
3958,2069
3959,628
3960,2589
3961,3195
3962,1025
3963,3145
3964,417
3965,2071
3966,1349
3967,1129
3968,3606
3969,2571
3970,239
3971,3574
3972,2727
3973,134
3974,1459
3975,3177
3976,3508
3977,2637
3978,3349
3979,2622
3980,2636
3981,160
3982,3004
3983,3074
3984,2321
3985,1441
3986,1740
3987,1344
3988,3322
3989,1012
3990,2000
3991,1243
3992,3325
3993,2166
3994,2063
3995,1284
3996,3233
3997,1856
3998,2563
3999,12
4000,3211
4001,2018
4002,3072
4003,722
4004,3569
4005,3453
4006,567
4007,1985
4008,302
4009,2558
4010,337
4011,56
4012,63
4013,2898
4014,3559
4015,2422
4016,3711
4017,2124
4018,2696
4019,2497
4020,2830
4021,1386
4022,1167
4023,898
4024,2651
4025,3123
4026,1503
4027,1954
4028,2611
4029,3369
4030,234
4031,3405
4032,2740
4033,1714
4034,1421
4035,232
4036,815
4037,2960
4038,2756
4039,2865
4040,3293
4041,1981
4042,904
4043,1532
4044,3732
4045,2332
4046,2286
4047,3360
4048,2301
4049,988
4050,2994
4051,621
4052,950
4053,2935
4054,131
4055,2994
4056,1395
4057,463
4058,1730
4059,2842
4060,366
4061,1962
4062,3757
4063,2649
4064,1928
4065,1311
4066,3303
4067,114
4068,2505
4069,2911
4070,757
4071,2057
4072,3032
4073,2529
4074,2855
4075,841
4076,490
4077,2357
4078,450
4079,1590
4080,3331
4081,1718
4082,1504
4083,1921
4084,3082
4085,1301
4086,3309
4087,3624
4088,699
4089,821
4090,3396
4091,3343
4092,2472
4093,2033
4094,2960
4095,1073
4096,1071
4097,2665
4098,141
4099,2609
4100,2869
4101,1454
4102,3610
4103,1951
4104,3385
4105,3041
4106,1983
4107,3897
4108,3575
4109,911
4110,3719
4111,450
4112,431
4113,2455
4114,2098
4115,3968
4116,3261
4117,1571
4118,951
4119,826
4120,2506
4121,814
4122,1217
4123,504
4124,3087
4125,893
4126,532
4127,848
4128,1261
4129,1128
4130,3724
4131,324
4132,3448
4133,2018
4134,2063
4135,150
4136,3975
4137,1999
4138,3861
4139,2937
4140,3493
4141,3095
4142,2148
4143,259
4144,1431
4145,590
4146,3300
4147,370
4148,2659
4149,1671
4150,3436
4151,581
4152,1984
4153,252
4154,1011
4155,3653
4156,3291
4157,609
4158,1908
4159,3309
4160,1037
4161,655
4162,280
4163,3200
4164,2482
4165,982
4166,3728
4167,2493
4168,695
4169,3298
4170,473
4171,1280
4172,3723
4173,877
4174,1614
4175,3393
4176,3854
4177,538
4178,2488
4179,3330
4180,3062
4181,640
4182,3540
4183,2400
4184,3008
4185,1020
4186,229
4187,1340
4188,452
4189,1489
4190,174
4191,1704
4192,457
4193,3501
4194,1270
4195,673
4196,1554
4197,3916
4198,3560
4199,1298
4200,669
4201,532
4202,1377
4203,3488
4204,1723
4205,2328
4206,3001
4207,473
4208,2121
4209,1314
4210,1581
4211,3822
4212,3127
4213,1522
4214,593
4215,2471
4216,664
4217,1474
4218,2747
4219,3823
4220,2754
4221,1553
4222,550
4223,3515
4224,3732
4225,1840
4226,3418
4227,3845
4228,3935
4229,2217
4230,1720
4231,3270
4232,3623
4233,2449
4234,900
4235,1275
4236,1392
4237,3491
4238,1012
4239,2560
4240,3888
4241,3890
4242,3304
4243,1277
4244,3406
4245,693
4246,1276
4247,3702
4248,3197
4249,737
4250,2736
4251,1365
4252,1642
4253,985
4254,3263
4255,1120
4256,3388
4257,481
4258,1073
4259,3188
4260,906
4261,875
4262,1971
4263,3918
4264,442
4265,323
4266,3217
4267,2956
4268,676
4269,799
4270,3897
4271,1978
4272,2186
4273,2682
4274,1917
4275,3498
4276,1652
4277,3269
4278,3376
4279,3678
4280,3321
4281,2014
4282,2006
4283,1291
4284,847
4285,324
4286,3039
4287,171
4288,3218
4289,1908
4290,2269
4291,1428
4292,2609
4293,3204
4294,808
4295,1122
4296,2099
4297,549
4298,2135
4299,589
4300,1947
4301,2693
4302,1605
4303,286
4304,793
4305,1619
4306,2182
4307,1222
4308,2844
4309,1503
4310,1243
4311,992
4312,1989
4313,1782
4314,549
4315,1215
4316,3124
4317,2552
4318,1728
4319,941
4320,1826
4321,961
4322,2585
4323,3649
4324,1456
4325,1728
4326,1546
4327,1955
4328,1912
4329,1931
4330,3672
4331,2564
4332,507
4333,3025
4334,1861
4335,2935
4336,802
4337,83
4338,1111
4339,3839
4340,1597
4341,2353
4342,3220
4343,1795
4344,3005
4345,1874
4346,1731
4347,1968
4348,2699
4349,2375
4350,1023
4351,1909
4352,1525
4353,108
4354,573
4355,2222
4356,3539
4357,787
4358,2141
4359,2986
4360,71
4361,2118
4362,163
4363,911
4364,988
4365,2457
4366,2755
4367,55
4368,748
4369,3742
4370,1415
4371,2376
4372,1752
4373,396
4374,1964
4375,3539
4376,2337
4377,3524
4378,113
4379,1003
4380,2736
4381,1704
4382,3377
4383,280
4384,3741
4385,1347
4386,2743
4387,812
4388,2097
4389,3058
4390,922
4391,1904
4392,2054
4393,1120
4394,1747
4395,3714
4396,3509
4397,1597
4398,631
4399,3192
4400,1391
4401,988
4402,1813
4403,1808
4404,397
4405,3920
4406,798
4407,1608
4408,1802
4409,2010
4410,3090
4411,2554
4412,2380
4413,3321
4414,956
4415,1141
4416,1836
4417,3900
4418,1553
4419,2165
4420,16
4421,1524
4422,3576
4423,2034
4424,558
4425,1013
4426,3712
4427,410
4428,2453
4429,2122
4430,2756
4431,1443
4432,3504
4433,2596
4434,1041
4435,2640
4436,2058
4437,2481
4438,1884
4439,2766
4440,676
4441,1059
4442,1208
4443,1049
4444,3638
4445,2169
4446,3222
4447,3259
4448,275
4449,1884
4450,2451
4451,2701
4452,2350
4453,3696
4454,1674
4455,1135
4456,1877
4457,1620
4458,1385
4459,1797
4460,548
4461,3592
4462,1810
4463,1186
4464,1566
4465,2249
4466,585
4467,1729
4468,1087
4469,3371
4470,2392
4471,1516
4472,530
4473,3641
4474,324
4475,3646
4476,3986
4477,1563
4478,2736
4479,2169
4480,769
4481,1214
4482,1493
4483,1290
4484,2401
4485,1837
4486,280
4487,795
4488,237
4489,2786
4490,3821
4491,3381
4492,1103
4493,2772
4494,993
4495,2962
4496,1059
4497,2417
4498,2974
4499,3476
4500,2316
4501,2020
4502,710
4503,1906
4504,1809
4505,1429
4506,3138
4507,2416
4508,1079
4509,3115
4510,1236
4511,2944
4512,2755
4513,2464
4514,1902
4515,3724
4516,24
4517,3042
4518,3005
4519,929
4520,2327
4521,1776
4522,2862
4523,1702
4524,421
4525,2427
4526,3509
4527,2413
4528,1815
4529,2358
4530,419
4531,3392
4532,3024
4533,3816
4534,3171
4535,243
4536,215
4537,2092
4538,1793
4539,1820
4540,468
4541,1198
4542,662
4543,568
4544,3705
4545,956
4546,977
4547,1838
4548,3188
4549,2755
4550,254
4551,123
4552,1626
4553,1848
4554,2959
4555,3713
4556,2418
4557,171
4558,3487
4559,2307
4560,3674
4561,2831
4562,3643
4563,1591
4564,1435
4565,1461
4566,3123
4567,1117
4568,2246
4569,2268
4570,3472
4571,2334
4572,2815
4573,1630
4574,1345
4575,1739
4576,3010
4577,2268
4578,1751
4579,1866
4580,164
4581,338
4582,343
4583,3
4584,972
4585,611
4586,2804
4587,1332
4588,2211
4589,822
4590,598
4591,3086
4592,1423
4593,3014
4594,3953
4595,1733
4596,406
4597,211
4598,3442
4599,1568
4600,3272
4601,269
4602,209
4603,338
4604,685
4605,3263
4606,552
4607,2565
4608,289
4609,2916
4610,2591
4611,1776
4612,398
4613,872
4614,2597
4615,1730
4616,1497
4617,681
4618,748
4619,2652
4620,2200
4621,2992
4622,1434
4623,306
4624,1537
4625,1883
4626,1140
4627,3897
4628,3460
4629,3507
4630,1590
4631,3683
4632,2653
4633,1566
4634,2230
4635,1324
4636,3485
4637,3345
4638,3133
4639,2145
4640,1301
4641,1801
4642,410
4643,2908
4644,438
4645,3820
4646,1247
4647,961
4648,3647
4649,3968
4650,1977
4651,1303
4652,3544
4653,865
4654,1506
4655,3867
4656,3865
4657,624
4658,1629
4659,3771
4660,170
4661,2740
4662,1193
4663,3497
4664,3558
4665,2357
4666,2728
4667,2462
4668,503
4669,3054
4670,1740
4671,51
4672,1707
4673,599
4674,607
4675,3860
4676,158
4677,1119
4678,2460
4679,511
4680,1279
4681,719
4682,2678
4683,2742
4684,1819
4685,930
4686,1222
4687,804
4688,1225
4689,3461
4690,1707
4691,582
4692,3313
4693,3516
4694,3804
4695,1563
4696,2349
4697,1247
4698,647
4699,752
4700,2944
4701,1405
4702,3868
4703,3650
4704,1665
4705,1895
4706,103
4707,2390
4708,2765
4709,791
4710,2574
4711,1757
4712,354
4713,827
4714,3467
4715,627
4716,983
4717,3142
4718,2187
4719,3166
4720,2020
4721,2254
4722,3098
4723,509
4724,3446
4725,3894
4726,577
4727,1012
4728,2164
4729,2723
4730,1116
4731,1666
4732,3425
4733,1010
4734,3170
4735,381
4736,124
4737,1625
4738,3700
4739,2421
4740,3639
4741,3263
4742,1808
4743,1730
4744,1124
4745,3876
4746,2999
4747,2682
4748,3909
4749,2980
4750,580
4751,360
4752,501
4753,3213
4754,730
4755,2957
4756,1705
4757,1419
4758,2227
4759,2011
4760,863
4761,1099
4762,3819
4763,2068
4764,255
4765,721
4766,854
4767,1316
4768,2492
4769,340
4770,3793
4771,1551
4772,3842
4773,3249
4774,2131
4775,1674
4776,13
4777,2446
4778,508
4779,3822
4780,2996
4781,3469
4782,2225
4783,3465
4784,1564
4785,2853
4786,498
4787,2165
4788,1397
4789,1001
4790,1371
4791,2087
4792,3673
4793,3189
4794,728
4795,2901
4796,3134
4797,528
4798,1023
4799,1200
4800,2963
4801,557
4802,1506
4803,1324
4804,364
4805,1191
4806,177
4807,3911
4808,3497
4809,1064
4810,2342
4811,2876
4812,827
4813,1380
4814,2095
4815,3690
4816,3172
4817,3007
4818,158
4819,2843
4820,2897
4821,2735
4822,3880
4823,1253
4824,2158
4825,1824
4826,3522
4827,3914
4828,3040
4829,2829
4830,3141
4831,2852
4832,1807
4833,397
4834,1731
4835,658
4836,1225
4837,2679
4838,1928
4839,3833
4840,77
4841,3345
4842,1230
4843,1083
4844,3452
4845,550
4846,2168
4847,3672
4848,1010
4849,299
4850,1636
4851,2095
4852,1679
4853,2075
4854,3939
4855,1143
4856,3265
4857,511
4858,3943
4859,516
4860,338
4861,1231
4862,3135
4863,742
4864,2802
4865,1006
4866,1826
4867,750
4868,3173
4869,967
4870,3577
4871,3373
4872,2936
4873,1464
4874,1016
4875,916
4876,1229
4877,1085
4878,731
4879,3609
4880,3342
4881,3460
4882,3747
4883,2927
4884,1198
4885,3402
4886,3681
4887,1482
4888,2213
4889,2746
4890,708
4891,824
4892,262
4893,2338
4894,1374
4895,2435
4896,2186
4897,2939
4898,1437
4899,2580
4900,1772
4901,1990
4902,763
4903,2341
4904,734
4905,1320
4906,1330
4907,2453
4908,2263
4909,3577
4910,1497
4911,3404
4912,2287
4913,1760
4914,2789
4915,2615
4916,2956
4917,1853
4918,825
4919,3026
4920,916
4921,3815
4922,2105
4923,567
4924,59
4925,215
4926,1003
4927,3838
4928,3761
4929,324
4930,491
4931,291
4932,2973
4933,2186
4934,2816
4935,2878
4936,756
4937,1083
4938,2245
4939,3794
4940,1542
4941,613
4942,3133
4943,325
4944,793
4945,3313
4946,373
4947,3333
4948,561
4949,1492
4950,3155
4951,2573
4952,293
4953,893
4954,1550
4955,1788
4956,3594
4957,1738
4958,2018
4959,566
4960,2397
4961,2466
4962,1140
4963,81
4964,3176
4965,158
4966,1685
4967,637
4968,1945
4969,1453
4970,1267
4971,2008
4972,1089
4973,1916
4974,1902
4975,3768
4976,1614
4977,3660
4978,2711
4979,656
4980,3766
4981,2188
4982,2367
4983,583
4984,1729
4985,2694
4986,3247
4987,1783
4988,1305
4989,1208
4990,1858
4991,1350
4992,662
4993,412
4994,2386
4995,3375
4996,2804
4997,3740
4998,2043
4999,3157
5000,858
