idn,idm
2901,459
2902,671
2903,717
2904,614
2905,541
2906,277
2907,768
2908,292
2909,1054
2910,251
2911,954
2912,826
2913,1157
2914,476
2915,684
2916,1192
2917,241
2918,155
2919,855
2920,1137
2921,1101
2922,695
2923,546
2924,125
2925,69
2926,287
2927,975
2928,702
2929,918
2930,907
2931,98
2932,157
2933,722
2934,241
2935,221
2936,977
2937,319
2938,577
2939,68
2940,361
2941,707
2942,362
2943,575
2944,1043
2945,68
2946,559
2947,301
2948,1199
2949,739
2950,1026
2951,437
2952,809
2953,614
2954,254
2955,1122
2956,988
2957,833
2958,1068
2959,1068
2960,199
2961,180
2962,678
2963,702
2964,339
2965,949
2966,945
2967,1127
2968,701
2969,1039
2970,267
2971,747
2972,919
2973,532
2974,257
2975,897
2976,1173
2977,490
2978,301
2979,908
2980,927
2981,1033
2982,975
2983,661
2984,543
2985,15
2986,149
2987,1164
2988,709
2989,834
2990,114
2991,237
2992,313
2993,1056
2994,494
2995,710
2996,123
2997,1029
2998,332
2999,1074
3000,622
3001,1009
3002,584
3003,400
3004,831
3005,137
3006,539
3007,31
3008,636
3009,744
3010,778
3011,915
3012,524
3013,625
3014,59
3015,431
3016,933
3017,636
3018,433
3019,1015
3020,903
3021,215
3022,860
3023,749
3024,914
3025,466
3026,301
3027,312
3028,960
3029,493
3030,386
3031,715
3032,446
3033,1079
3034,1098
3035,306
3036,32
3037,93
3038,60
3039,509
3040,199
3041,46
3042,1093
3043,570
3044,212
3045,113
3046,453
3047,519
3048,1145
3049,452
3050,707
3051,117
3052,402
3053,401
3054,402
3055,133
3056,582
3057,841
3058,425
3059,1182
3060,602
3061,1118
3062,651
3063,756
3064,788
3065,515
3066,1105
3067,980
3068,738
3069,1015
3070,449
3071,19
3072,228
3073,995
3074,559
3075,619
3076,868
3077,397
3078,96
3079,1166
3080,1021
3081,469
3082,342
3083,727
3084,600
3085,128
3086,168
3087,450
3088,973
3089,1016
3090,396
3091,1141
3092,886
3093,105
3094,705
3095,989
3096,515
3097,581
3098,309
3099,305
3100,907
3101,1073
3102,335
3103,809
3104,1168
3105,32
3106,239
3107,736
3108,128
3109,1103
3110,388
3111,1110
3112,917
3113,26
3114,475
3115,641
3116,441
3117,694
3118,787
3119,533
3120,1109
3121,185
3122,376
3123,660
3124,1121
3125,187
3126,284
3127,311
3128,1148
3129,1153
3130,600
3131,680
3132,160
3133,989
3134,789
3135,1068
3136,76
3137,541
3138,267
3139,89
3140,82
3141,579
3142,887
3143,767
3144,1054
3145,909
3146,334
3147,980
3148,160
3149,733
3150,551
3151,799
3152,353
3153,1177
3154,1098
3155,563
3156,351
3157,465
3158,760
3159,683
3160,1039
3161,110
3162,195
3163,33
3164,637
3165,816
3166,439
3167,24
3168,727
3169,537
3170,11
3171,181
3172,156
3173,1077
3174,917
3175,9
3176,1186
3177,1157
3178,1040
3179,537
3180,1150
3181,585
3182,720
3183,164
3184,1015
3185,879
3186,842
3187,563
3188,783
3189,1193
3190,868
3191,147
3192,220
3193,190
3194,1182
3195,7
3196,258
3197,1166
3198,152
3199,492
3200,325
3201,315
3202,91
3203,927
3204,91
3205,401
3206,350
3207,525
3208,407
3209,920
3210,884
3211,732
3212,1054
3213,390
3214,615
3215,1125
3216,311
3217,439
3218,927
3219,609
3220,809
3221,569
3222,944
3223,1063
3224,316
3225,913
3226,85
3227,653
3228,324
3229,27
3230,290
3231,634
3232,845
3233,907
3234,789
3235,127
3236,142
3237,914
3238,1162
3239,866
3240,399
3241,406
3242,536
3243,1078
3244,393
3245,594
3246,486
3247,940
3248,26
3249,523
3250,388
3251,802
3252,919
3253,984
3254,914
3255,432
3256,792
3257,526
3258,1072
3259,89
3260,1149
3261,937
3262,415
3263,391
3264,978
3265,299
3266,1032
3267,655
3268,96
3269,256
3270,221
3271,243
3272,1012
3273,636
3274,29
3275,594
3276,1094
3277,760
3278,668
3279,43
3280,209
3281,243
3282,742
3283,830
3284,671
3285,1009
3286,563
3287,100
3288,253
3289,933
3290,1045
3291,995
3292,1075
3293,280
3294,960
3295,1145
3296,1096
3297,352
3298,643
3299,232
3300,710
3301,968
3302,978
3303,1192
3304,687
3305,348
3306,749
3307,575
3308,548
3309,734
3310,1081
3311,452
3312,745
3313,597
3314,706
3315,1115
3316,453
3317,902
3318,569
3319,922
3320,444
3321,417
3322,998
3323,1047
3324,781
3325,599
3326,852
3327,1138
3328,1154
3329,1008
3330,657
3331,302
3332,446
3333,190
3334,708
3335,188
3336,18
3337,318
3338,130
3339,697
3340,871
3341,487
3342,577
3343,1114
3344,947
3345,947
3346,310
3347,412
3348,348
3349,298
3350,866
3351,354
3352,161
3353,475
3354,341
3355,655
3356,186
3357,26
3358,251
3359,264
3360,998
3361,945
3362,681
3363,363
3364,690
3365,967
3366,1074
3367,155
3368,206
3369,1031
3370,1173
3371,949
3372,1139
3373,756
3374,567
3375,1097
3376,893
3377,288
3378,979
3379,541
3380,837
3381,803
3382,383
3383,704
3384,329
3385,644
3386,1041
3387,919
3388,621
3389,82
3390,430
3391,90
3392,916
3393,522
3394,311
3395,515
3396,1122
3397,588
3398,692
3399,612
3400,557
3401,58
3402,196
3403,1196
3404,531
3405,523
3406,564
3407,688
3408,101
3409,598
3410,600
3411,342
3412,211
3413,863
3414,1024
3415,1188
3416,68
3417,872
3418,996
3419,53
3420,739
3421,768
3422,1179
3423,197
3424,539
3425,618
3426,336
3427,72
3428,763
3429,124
3430,955
3431,784
3432,472
3433,848
3434,1022
3435,152
3436,292
3437,152
3438,485
3439,514
3440,326
3441,476
3442,85
3443,890
3444,719
3445,682
3446,561
3447,1059
3448,773
3449,315
3450,693
3451,833
3452,26
3453,1197
3454,438
3455,1035
3456,317
3457,673
3458,1116
3459,73
3460,631
3461,1005
3462,1168
3463,481
3464,1100
3465,1034
3466,884
3467,920
3468,578
3469,1078
3470,807
3471,784
3472,485
3473,1024
3474,212
3475,242
3476,468
3477,705
3478,187
3479,671
3480,1152
3481,305
3482,461
3483,1189
3484,379
3485,579
3486,496
3487,1184
3488,655
3489,571
3490,338
3491,177
3492,1111
3493,883
3494,846
3495,41
3496,1094
3497,570
3498,1057
3499,1063
3500,724
3501,198
3502,679
3503,873
3504,914
3505,300
3506,608
3507,376
3508,632
3509,452
3510,738
3511,766
3512,285
3513,34
3514,894
3515,301
3516,334
3517,638
3518,78
3519,256
3520,286
3521,1178
3522,284
3523,367
3524,1066
3525,400
3526,241
3527,657
3528,117
3529,33
3530,133
3531,687
3532,588
3533,824
3534,407
3535,49
3536,834
3537,1146
3538,431
3539,556
3540,870
3541,60
3542,985
3543,242
3544,812
3545,789
3546,96
3547,68
3548,1070
3549,231
3550,620
3551,1102
3552,110
3553,711
3554,937
3555,930
3556,1126
3557,1135
3558,205
3559,1149
3560,769
3561,992
3562,792
3563,560
3564,586
3565,705
3566,568
3567,270
3568,113
3569,990
3570,1015
3571,436
3572,118
3573,607
3574,95
3575,1040
3576,1078
3577,685
3578,862
3579,359
3580,1079
3581,180
3582,340
3583,945
3584,369
3585,77
3586,1038
3587,297
3588,1012
3589,486
3590,282
3591,214
3592,1165
3593,1051
3594,754
3595,149
3596,1148
3597,715
3598,294
3599,1083
3600,205
3601,286
3602,233
3603,595
3604,176
3605,688
3606,311
3607,950
3608,413
3609,564
3610,1158
3611,631
3612,1155
3613,407
3614,64
3615,1154
3616,152
3617,860
3618,1197
3619,1019
3620,401
3621,457
3622,624
3623,711
3624,411
3625,504
3626,539
3627,1098
3628,1101
3629,1043
3630,308
3631,6
3632,471
3633,916
3634,913
3635,426
3636,826
3637,113
3638,413
3639,627
3640,825
3641,299
3642,911
3643,389
3644,208
3645,839
3646,1036
3647,467
3648,154
3649,802
3650,1055
3651,395
3652,132
3653,590
3654,902
3655,136
3656,406
3657,114
3658,505
3659,290
3660,497
3661,23
3662,1056
3663,1067
3664,78
3665,1052
3666,470
3667,316
3668,935
3669,424
3670,89
3671,1034
3672,357
3673,841
3674,392
3675,368
3676,167
3677,584
3678,22
3679,1156
3680,601
3681,84
3682,390
3683,778
3684,1114
3685,293
3686,976
3687,579
3688,304
3689,640
3690,613
3691,983
3692,957
3693,358
3694,121
3695,801
3696,197
3697,850
3698,164
3699,602
3700,1081
3701,1119
3702,686
3703,528
3704,1065
3705,862
3706,599
3707,43
3708,69
3709,20
3710,630
3711,639
3712,461
3713,172
3714,350
3715,1133
3716,660
3717,704
3718,491
3719,446
3720,867
3721,1168
3722,832
3723,351
3724,501
3725,113
3726,159
3727,1169
3728,596
3729,1195
3730,214
3731,715
3732,681
3733,802
3734,905
3735,1118
3736,757
3737,62
3738,893
3739,968
3740,447
3741,974
3742,9
3743,693
3744,109
3745,1068
3746,520
3747,381
3748,1135
3749,291
3750,442
3751,390
3752,738
3753,796
3754,384
3755,1188
3756,1157
3757,446
3758,108
3759,384
3760,138
3761,709
3762,716
3763,833
3764,925
3765,968
3766,317
3767,1168
3768,210
3769,551
3770,323
3771,914
3772,988
3773,1181
3774,300
3775,477
3776,951
3777,821
3778,1113
3779,984
3780,1155
3781,346
3782,522
3783,333
3784,1041
3785,99
3786,609
3787,751
3788,860
3789,770
3790,1021
3791,613
3792,158
3793,369
3794,908
3795,770
3796,232
3797,625
3798,1003
3799,445
3800,429
3801,151
3802,439
3803,1023
3804,812
3805,1182
3806,869
3807,593
3808,460
3809,462
3810,954
3811,933
3812,1069
3813,82
3814,1004
3815,327
3816,514
3817,432
3818,851
3819,757
3820,632
3821,141
3822,262
3823,1064
3824,481
3825,203
3826,164
3827,1055
3828,1163
3829,534
3830,218
3831,1183
3832,942
3833,505
3834,884
3835,827
3836,951
3837,299
3838,313
3839,996
3840,1151
3841,306
3842,47
3843,595
3844,885
3845,44
3846,1134
3847,1013
3848,55
3849,414
3850,309
3851,447
3852,1093
3853,157
3854,377
3855,1097
3856,263
3857,764
3858,179
3859,430
3860,78
3861,895
3862,323
3863,804
3864,629
3865,255
3866,814
3867,213
3868,525
3869,1117
3870,668
3871,796
3872,645
3873,821
3874,492
3875,248
3876,571
3877,1152
3878,721
3879,77
3880,360
3881,283
3882,866
3883,667
3884,732
3885,701
3886,33
3887,460
3888,540
3889,60
3890,1178
3891,116
3892,944
3893,1015
3894,1097
3895,821
3896,41
3897,508
3898,855
3899,895
3900,1074
3901,901
3902,651
3903,1078
3904,841
3905,295
3906,26
3907,226
3908,652
3909,489
3910,179
3911,41
3912,775
3913,35
3914,349
3915,236
3916,1123
3917,103
3918,101
3919,1034
3920,535
3921,289
3922,335
3923,659
3924,455
3925,1098
3926,567
3927,1092
3928,315
3929,14
3930,443
3931,587
3932,423
3933,1097
3934,334
3935,258
3936,171
3937,461
3938,613
3939,366
3940,963
3941,709
3942,838
3943,1019
3944,291
3945,1009
3946,1024
3947,1117
3948,813
3949,1049
3950,67
3951,562
3952,703
3953,126
3954,942
3955,19
3956,1170
3957,957
3958,395
3959,577
3960,378
3961,675
3962,746
3963,1008
3964,69
3965,307
3966,830
3967,1163
3968,1191
3969,880
3970,23
3971,1036
3972,1046
3973,607
3974,14
3975,1058
3976,59
3977,1038
3978,752
3979,475
3980,459
3981,793
3982,1059
3983,338
3984,1015
3985,900
3986,744
3987,86
3988,517
3989,604
3990,763
3991,500
3992,374
3993,993
3994,868
3995,69
3996,925
3997,927
3998,445
3999,327
4000,723
4001,135
4002,647
4003,42
4004,491
4005,1174
4006,458
4007,1182
4008,1113
4009,1095
4010,464
4011,527
4012,400
4013,680
4014,290
4015,733
4016,978
4017,463
4018,692
4019,637
4020,540
4021,92
4022,110
4023,1173
4024,91
4025,7
4026,118
4027,1129
4028,841
4029,1008
4030,522
4031,188
4032,735
4033,15
4034,135
4035,990
4036,143
4037,409
4038,414
4039,913
4040,382
4041,1085
4042,244
4043,62
4044,579
4045,332
4046,859
4047,611
4048,420
4049,420
4050,40
4051,198
4052,245
4053,780
4054,563
4055,268
4056,142
4057,178
4058,149
4059,977
4060,137
4061,19
4062,319
4063,857
4064,1143
4065,216
4066,24
4067,153
4068,273
4069,832
4070,973
4071,713
4072,410
4073,563
4074,801
4075,40
4076,521
4077,434
4078,551
4079,564
4080,142
4081,1078
4082,156
4083,113
4084,988
4085,1115
4086,139
4087,1116
4088,448
4089,891
4090,279
4091,797
4092,360
4093,1036
4094,50
4095,34
4096,770
4097,371
4098,819
4099,1079
4100,690
4101,693
4102,1165
4103,728
4104,951
4105,400
4106,264
4107,88
4108,738
4109,779
4110,381
4111,912
4112,879
4113,450
4114,29
4115,746
4116,99
4117,352
4118,1102
4119,941
4120,640
4121,562
4122,1156
4123,797
4124,895
4125,190
4126,779
4127,45
4128,896
4129,82
4130,217
4131,511
4132,448
4133,944
4134,710
4135,544
4136,576
4137,659
4138,886
4139,506
4140,902
4141,500
4142,557
4143,853
4144,129
4145,960
4146,58
4147,628
4148,865
4149,790
4150,181
4151,299
4152,779
4153,476
4154,961
4155,657
4156,158
4157,1179
4158,357
4159,1098
4160,913
4161,3
4162,437
4163,381
4164,821
4165,462
4166,716
4167,696
4168,787
4169,283
4170,25
4171,1120
4172,1042
4173,1036
4174,129
4175,988
4176,1085
4177,222
4178,1012
4179,104
4180,264
4181,405
4182,106
4183,963
4184,1003
4185,423
4186,738
4187,407
4188,732
4189,772
4190,93
4191,984
4192,678
4193,669
4194,349
4195,300
4196,56
4197,907
4198,536
4199,495
4200,1072
4201,624
4202,1184
4203,225
4204,663
4205,180
4206,506
4207,852
4208,1068
4209,494
4210,268
4211,1116
4212,1085
4213,510
4214,67
4215,1118
4216,593
4217,846
4218,708
4219,269
4220,199
4221,1134
4222,130
4223,11
4224,799
4225,845
4226,309
4227,675
4228,1133
4229,328
4230,565
4231,1154
4232,865
4233,787
4234,161
4235,746
4236,1042
4237,406
4238,1097
4239,1098
4240,2
4241,358
4242,773
4243,968
4244,804
4245,177
4246,270
4247,53
4248,1091
4249,131
4250,1011
4251,1052
4252,317
4253,377
4254,59
4255,738
4256,659
4257,865
4258,406
4259,257
4260,216
4261,786
4262,45
4263,934
4264,1065
4265,168
4266,264
4267,646
4268,252
4269,439
4270,698
4271,951
4272,262
4273,947
4274,1169
4275,781
4276,522
4277,394
4278,14
4279,997
4280,45
4281,497
4282,519
4283,550
4284,365
4285,111
4286,5
4287,489
4288,1079
4289,131
4290,453
4291,40
4292,15
4293,442
4294,403
4295,1155
4296,824
4297,789
4298,452
4299,260
4300,5
4301,871
4302,297
4303,1017
4304,189
4305,600
4306,235
4307,452
4308,820
4309,973
4310,241
4311,832
4312,243
4313,1173
4314,1015
4315,891
4316,674
4317,755
4318,565
4319,762
4320,56
4321,248
4322,574
4323,340
4324,76
4325,296
4326,484
4327,208
4328,212
4329,686
4330,1179
4331,6
4332,687
4333,16
4334,1026
4335,609
4336,128
4337,779
4338,3
4339,1034
4340,839
4341,485
4342,508
4343,1176
4344,804
4345,1087
4346,771
4347,903
4348,793
4349,675
4350,394
4351,760
4352,498
4353,499
4354,513
4355,110
4356,443
4357,1049
4358,1191
4359,719
4360,913
4361,412
4362,572
4363,149
4364,430
4365,1123
4366,1154
4367,228
4368,929
4369,354
4370,279
4371,226
4372,667
4373,106
4374,1129
4375,333
4376,112
4377,376
4378,768
4379,389
4380,123
4381,446
4382,449
4383,808
4384,93
4385,2
4386,764
4387,315
4388,778
4389,162
4390,49
4391,248
4392,1052
4393,772
4394,930
4395,471
4396,330
4397,441
4398,450
4399,954
4400,1186
4401,10
4402,1078
4403,513
4404,283
4405,711
4406,1187
4407,688
4408,880
4409,1042
4410,659
4411,616
4412,1167
4413,518
4414,1002
4415,1150
4416,533
4417,52
4418,83
4419,669
4420,632
4421,611
4422,787
4423,452
4424,863
4425,1071
4426,947
4427,454
4428,885
4429,591
4430,38
4431,456
4432,30
4433,1080
4434,857
4435,780
4436,524
4437,1157
4438,822
4439,1032
4440,285
4441,1183
4442,832
4443,556
4444,1081
4445,898
4446,1026
4447,1007
4448,826
4449,1083
4450,298
4451,711
4452,8
4453,182
4454,114
4455,452
4456,1117
4457,203
4458,878
4459,322
4460,387
4461,26
4462,981
4463,23
4464,1088
4465,448
4466,1112
4467,171
4468,401
4469,1111
4470,590
4471,502
4472,292
4473,1090
4474,1179
4475,90
4476,398
4477,142
4478,1094
4479,445
4480,1011
4481,110
4482,1045
4483,556
4484,1127
4485,44
4486,882
4487,869
4488,501
4489,757
4490,634
4491,710
4492,968
4493,443
4494,1050
4495,1067
4496,130
4497,724
4498,868
4499,735
4500,117
4501,406
4502,733
4503,29
4504,17
4505,769
4506,1187
4507,312
4508,87
4509,397
4510,1111
4511,20
4512,3
4513,1027
4514,719
4515,46
4516,886
4517,773
4518,1145
4519,160
4520,378
4521,928
4522,421
4523,802
4524,2
4525,893
4526,503
4527,2
4528,680
4529,656
4530,47
4531,209
4532,77
4533,1057
4534,504
4535,86
4536,1165
4537,736
4538,696
4539,635
4540,476
4541,107
4542,879
4543,657
4544,130
4545,1132
4546,1049
4547,530
4548,1152
4549,970
4550,521
4551,517
4552,730
4553,899
4554,1197
4555,555
4556,1185
4557,1163
4558,193
4559,719
4560,356
4561,780
4562,1152
4563,31
4564,968
4565,873
4566,544
4567,58
4568,789
4569,1005
4570,420
4571,2
4572,303
4573,441
4574,543
4575,964
4576,972
4577,191
4578,905
4579,319
4580,542
4581,494
4582,836
4583,707
4584,268
4585,613
4586,702
4587,355
4588,1044
4589,635
4590,1026
4591,209
4592,919
4593,687
4594,154
4595,785
4596,48
4597,1146
4598,720
4599,85
4600,723
4601,580
4602,342
4603,493
4604,678
4605,1002
4606,991
4607,973
4608,355
4609,59
4610,786
4611,331
4612,1110
4613,81
4614,9
4615,72
4616,200
4617,403
4618,152
4619,37
4620,525
4621,358
4622,1113
4623,455
4624,1121
4625,735
4626,1026
4627,851
4628,705
4629,561
4630,269
4631,937
4632,1167
4633,669
4634,512
4635,517
4636,573
4637,213
4638,149
4639,557
4640,363
4641,928
4642,146
4643,167
4644,541
4645,1041
4646,860
4647,804
4648,452
4649,55
4650,112
4651,490
4652,425
4653,450
4654,1060
4655,320
4656,131
4657,362
4658,394
4659,887
4660,121
4661,164
4662,546
4663,871
4664,80
4665,97
4666,745
4667,523
4668,1130
4669,821
4670,641
4671,920
4672,1018
4673,240
4674,132
4675,319
4676,288
4677,22
4678,579
4679,285
4680,1120
4681,1081
4682,1187
4683,420
4684,748
4685,159
4686,707
4687,484
4688,317
4689,1134
4690,39
4691,244
4692,1078
4693,880
4694,989
4695,882
4696,678
4697,597
4698,530
4699,21
4700,831
4701,406
4702,334
4703,638
4704,265
4705,1136
4706,234
4707,786
4708,633
4709,430
4710,492
4711,1077
4712,1063
4713,80
4714,250
4715,889
4716,475
4717,754
4718,955
4719,1177
4720,978
4721,16
4722,272
4723,90
4724,1130
4725,1095
4726,22
4727,202
4728,134
4729,1148
4730,557
4731,994
4732,116
4733,678
4734,759
4735,513
4736,177
4737,906
4738,265
4739,237
4740,350
4741,582
4742,770
4743,762
4744,1014
4745,724
4746,38
4747,728
4748,946
4749,792
4750,114
4751,584
4752,411
4753,1027
4754,740
4755,988
4756,326
4757,420
4758,691
4759,985
4760,1006
4761,18
4762,720
4763,1070
4764,877
4765,1099
4766,160
4767,885
4768,19
4769,333
4770,949
4771,543
4772,561
4773,1056
4774,1131
4775,317
4776,120
4777,1049
4778,413
4779,264
4780,269
4781,162
4782,419
4783,167
4784,483
4785,520
4786,1154
4787,715
4788,968
4789,1082
4790,678
4791,490
4792,143
4793,875
4794,463
4795,603
4796,1057
4797,122
4798,805
4799,1067
4800,1027
4801,80
4802,404
4803,782
4804,1129
4805,868
4806,395
4807,453
4808,925
4809,301
4810,256
4811,775
4812,659
4813,653
4814,1199
4815,1069
4816,265
4817,1125
4818,609
4819,417
4820,954
4821,72
4822,34
4823,639
4824,61
4825,379
4826,1078
4827,915
4828,1151
4829,989
4830,1109
4831,949
4832,704
4833,560
4834,60
4835,295
4836,713
4837,732
4838,668
4839,901
4840,625
4841,335
4842,306
4843,798
4844,359
4845,408
4846,1127
4847,636
4848,427
4849,807
4850,386
4851,179
4852,923
4853,60
4854,293
4855,464
4856,863
4857,63
4858,688
4859,465
4860,526
4861,23
4862,851
4863,1179
4864,1166
4865,155
4866,346
4867,721
4868,561
4869,347
4870,779
4871,813
4872,838
4873,59
4874,1084
4875,848
4876,382
4877,655
4878,482
4879,58
4880,99
4881,539
4882,800
4883,296
4884,137
4885,670
4886,272
4887,814
4888,540
4889,765
4890,823
4891,702
4892,1177
4893,42
4894,727
4895,83
4896,909
4897,1020
4898,863
4899,866
4900,339
4901,1093
4902,746
4903,1130
4904,464
4905,411
4906,189
4907,172
4908,1094
4909,526
4910,549
4911,585
4912,1008
4913,40
4914,271
4915,805
4916,1132
4917,503
4918,930
4919,486
4920,575
4921,985
4922,1144
4923,303
4924,898
4925,1098
4926,1013
4927,724
4928,582
4929,572
4930,150
4931,59
4932,959
4933,82
4934,491
4935,838
4936,257
4937,694
4938,385
4939,740
4940,651
4941,1108
4942,1029
4943,1172
4944,897
4945,378
4946,688
4947,792
4948,37
4949,967
4950,1108
4951,760
4952,151
4953,610
4954,1099
4955,955
4956,554
4957,522
4958,990
4959,140
4960,922
4961,635
4962,893
4963,459
4964,656
4965,735
4966,1037
4967,102
4968,1172
4969,37
4970,877
4971,355
4972,251
4973,249
4974,61
4975,220
4976,310
4977,320
4978,358
4979,790
4980,856
4981,805
4982,1107
4983,884
4984,693
4985,169
4986,854
4987,315
4988,946
4989,596
4990,223
4991,239
4992,49
4993,631
4994,1123
4995,24
4996,58
4997,1108
4998,155
4999,495
5000,254
